-0.067,-0.421,-0.354,0.244,0.144,-0.387,0.15,0.003,-0.078,-0.115,-0.015,0.035
-0.073,-0.435,-0.362,0.255,0.145,-0.398,0.15,-0.003,-0.07,-0.11,-0.023,0.035
-0.071,-0.471,-0.4,0.271,0.165,-0.435,0.148,-0.009,-0.066,-0.108,-0.018,0.031
-0.06,-0.487,-0.428,0.274,0.184,-0.457,0.14,-0.015,-0.056,-0.099,-0.012,0.026
-0.043,-0.471,-0.428,0.258,0.192,-0.449,0.135,-0.01,-0.063,-0.109,-0.007,0.023
-0.064,-0.419,-0.355,0.242,0.146,-0.387,0.126,-0.007,-0.076,-0.126,-0.009,0.02
-0.057,-0.354,-0.298,0.206,0.121,-0.326,0.122,-0.017,-0.071,-0.119,-0.019,0.015
-0.045,-0.339,-0.294,0.192,0.124,-0.316,0.113,-0.018,-0.062,-0.11,-0.023,0.018
-0.041,-0.323,-0.282,0.182,0.121,-0.302,0.111,-0.006,-0.059,-0.104,-0.019,0.026
0.003,-0.273,-0.276,0.136,0.14,-0.274,0.146,0.009,-0.049,-0.094,-0.001,0.035
-0.009,-0.262,-0.253,0.136,0.122,-0.258,0.148,0.021,-0.037,-0.08,0.031,0.059
0.001,-0.249,-0.249,0.124,0.125,-0.249,0.129,0.04,-0.004,-0.056,0.045,0.08
0.051,-0.274,-0.325,0.112,0.188,-0.299,0.125,0.045,0.009,-0.052,0.034,0.079
0.055,-0.344,-0.399,0.145,0.227,-0.371,0.117,-0.01,-0.047,-0.075,0.028,0.073
0.032,-0.36,-0.393,0.164,0.213,-0.376,0.122,-0.025,-0.066,-0.098,0.017,0.061
-0.02,-0.349,-0.329,0.185,0.155,-0.339,0.119,-0.03,-0.075,-0.108,0.002,0.026
-0.039,-0.357,-0.319,0.198,0.14,-0.338,0.119,-0.041,-0.099,-0.134,-0.031,-0.006
-0.032,-0.343,-0.311,0.188,0.14,-0.327,0.123,-0.048,-0.106,-0.169,-0.056,-0.005
-0.041,-0.355,-0.315,0.198,0.137,-0.335,0.12,-0.081,-0.107,-0.147,-0.057,-0.01
-0.051,-0.352,-0.301,0.202,0.125,-0.326,0.133,-0.039,-0.1,-0.185,-0.07,-0.015
-0.064,-0.352,-0.288,0.209,0.112,-0.32,0.111,-0.077,-0.118,-0.146,-0.054,-0.015
-0.046,-0.372,-0.325,0.209,0.14,-0.348,0.228,0.217,0.075,-0.191,-0.128,-0.092
0.053,-0.247,-0.3,0.097,0.177,-0.273,0.417,0.862,0.692,0.031,-0.038,-0.052
0.339,0.123,-0.216,-0.23,0.277,-0.047,0.299,1.105,1.259,0.714,0.563,0.429
0.474,0.932,0.458,-0.703,0.007,0.695,-0.092,0.104,1.129,2.079,1.726,1.326
0.087,1.034,0.946,-0.561,-0.43,0.99,-0.391,-1.65,-0.159,2.677,1.918,1.437
-0.416,0.044,0.46,0.186,-0.438,0.251,-0.457,-1.982,-1.982,-0.054,0.108,0.271
-0.501,-0.562,-0.061,0.532,-0.22,-0.312,-0.504,-1.35,-2.211,-1.813,-0.968,-0.492
-0.24,-0.526,-0.286,0.383,0.024,-0.406,-0.351,-0.709,-1.068,-0.923,-0.598,-0.379
-0.085,-0.334,-0.25,0.21,0.083,-0.292,-0.029,-0.083,-0.304,-0.457,-0.283,-0.175
-0.079,-0.275,-0.196,0.178,0.058,-0.235,0.094,0.034,-0.034,-0.219,-0.117,-0.081
-0.05,-0.314,-0.264,0.182,0.107,-0.288,0.138,0.065,0.039,-0.184,-0.096,-0.051
-0.051,-0.352,-0.301,0.202,0.125,-0.327,0.172,0.117,0.099,-0.134,-0.049,-0.01
-0.047,-0.37,-0.323,0.209,0.139,-0.346,0.181,0.13,0.137,-0.083,-0.017,0.003
-0.025,-0.356,-0.331,0.191,0.153,-0.343,0.192,0.156,0.17,-0.091,-0.016,0.02
-0.041,-0.355,-0.314,0.198,0.137,-0.334,0.192,0.156,0.199,-0.039,0.002,0.026
-0.021,-0.37,-0.349,0.196,0.164,-0.359,0.2,0.204,0.247,-0.019,0.031,0.046
0.01,-0.386,-0.396,0.188,0.203,-0.391,0.199,0.245,0.321,0.046,0.074,0.083
0.018,-0.351,-0.369,0.166,0.194,-0.36,0.196,0.274,0.369,0.062,0.086,0.088
0.04,-0.319,-0.359,0.14,0.2,-0.339,0.193,0.318,0.457,0.123,0.127,0.118
0.061,-0.281,-0.342,0.111,0.202,-0.312,0.188,0.385,0.565,0.182,0.162,0.145
0.081,-0.226,-0.307,0.073,0.194,-0.266,0.186,0.462,0.685,0.247,0.203,0.173
0.101,-0.161,-0.261,0.03,0.181,-0.21,0.174,0.561,0.827,0.341,0.266,0.216
0.163,-0.054,-0.217,-0.054,0.19,-0.136,0.15,0.673,0.974,0.455,0.349,0.278
0.222,0.039,-0.182,-0.13,0.202,-0.071,0.117,0.767,1.107,0.59,0.45,0.361
0.265,0.082,-0.183,-0.173,0.223,-0.05,0.072,0.813,1.186,0.72,0.559,0.453
0.314,0.147,-0.167,-0.23,0.24,-0.01,0.01,0.79,1.181,0.817,0.66,0.545
0.334,0.232,-0.102,-0.283,0.218,0.065,-0.06,0.723,1.12,0.831,0.69,0.577
0.338,0.245,-0.093,-0.291,0.215,0.076,-0.106,0.62,0.998,0.803,0.672,0.567
0.289,0.187,-0.102,-0.238,0.196,0.042,-0.102,0.498,0.841,0.739,0.634,0.536
0.221,0.083,-0.139,-0.152,0.18,-0.028,-0.061,0.396,0.668,0.609,0.537,0.454
0.155,-0.031,-0.186,-0.061,0.171,-0.108,-0.01,0.314,0.497,0.454,0.407,0.351
0.097,-0.108,-0.205,0.005,0.151,-0.156,0.034,0.231,0.346,0.303,0.284,0.253
0.058,-0.17,-0.228,0.057,0.143,-0.199,0.06,0.163,0.218,0.177,0.178,0.173
0.009,-0.241,-0.25,0.116,0.13,-0.246,0.087,0.119,0.139,0.093,0.114,0.118
-0.002,-0.293,-0.291,0.148,0.145,-0.292,0.116,0.097,0.088,0.035,0.076,0.091
-0.008,-0.313,-0.305,0.161,0.149,-0.309,0.125,0.095,0.055,-0.004,0.046,0.083
-0.036,-0.352,-0.315,0.194,0.14,-0.333,0.13,0.088,0.049,-0.016,0.032,0.072
-0.026,-0.379,-0.353,0.202,0.164,-0.366,0.139,0.083,0.05,-0.017,0.027,0.063
-0.014,-0.37,-0.355,0.192,0.171,-0.362,0.147,0.076,0.05,-0.02,0.025,0.056
-0.022,-0.367,-0.345,0.195,0.162,-0.356,0.149,0.078,0.05,-0.025,0.02,0.051
-0.022,-0.361,-0.338,0.192,0.158,-0.349,0.146,0.091,0.05,-0.033,0.017,0.046
-0.025,-0.354,-0.33,0.19,0.153,-0.341,0.141,0.088,0.044,-0.039,0.013,0.04
-0.027,-0.351,-0.324,0.189,0.149,-0.337,0.139,0.082,0.037,-0.046,0.01,0.035
-0.028,-0.337,-0.309,0.183,0.141,-0.323,0.134,0.079,0.03,-0.051,0.01,0.031
-0.023,-0.322,-0.299,0.172,0.139,-0.31,0.131,0.073,0.024,-0.054,0.008,0.028
-0.042,-0.32,-0.277,0.181,0.117,-0.298,0.128,0.07,0.016,-0.062,0.004,0.025
-0.036,-0.32,-0.284,0.178,0.124,-0.302,0.124,0.063,0.005,-0.079,0.006,0.022
-0.006,-0.32,-0.314,0.163,0.154,-0.317,0.126,0.055,-0.007,-0.08,0.0,0.02
-0.017,-0.32,-0.303,0.169,0.143,-0.311,0.121,0.049,-0.018,-0.08,-0.011,0.018
-0.021,-0.32,-0.298,0.171,0.139,-0.309,0.12,0.042,-0.027,-0.096,-0.018,0.012
-0.02,-0.313,-0.294,0.167,0.137,-0.304,0.12,0.033,-0.054,-0.114,-0.037,0.007
-0.018,-0.303,-0.285,0.16,0.134,-0.293,0.113,0.022,-0.074,-0.116,-0.047,0.004
-0.013,-0.297,-0.285,0.155,0.136,-0.291,0.104,0.013,-0.072,-0.114,-0.047,-0.001
-0.019,-0.281,-0.263,0.15,0.122,-0.272,0.095,-0.009,-0.083,-0.134,-0.052,-0.005
-0.03,-0.259,-0.228,0.144,0.099,-0.243,0.087,-0.032,-0.109,-0.153,-0.067,-0.014
-0.055,-0.237,-0.182,0.146,0.064,-0.209,0.066,-0.031,-0.116,-0.157,-0.079,-0.028
-0.06,-0.271,-0.211,0.166,0.076,-0.241,0.087,-0.03,-0.11,-0.145,-0.063,-0.035
-0.026,-0.319,-0.294,0.173,0.134,-0.306,0.113,-0.03,-0.108,-0.137,-0.049,-0.035
-0.019,-0.307,-0.287,0.163,0.134,-0.297,0.101,-0.03,-0.103,-0.143,-0.051,-0.035
-0.038,-0.294,-0.255,0.166,0.109,-0.274,0.096,-0.03,-0.1,-0.143,-0.049,-0.035
-0.04,-0.279,-0.24,0.16,0.1,-0.26,0.089,-0.032,-0.104,-0.15,-0.052,-0.035
-0.028,-0.251,-0.223,0.14,0.098,-0.237,0.082,-0.043,-0.118,-0.162,-0.07,-0.035
-0.015,-0.224,-0.209,0.119,0.098,-0.217,0.078,-0.049,-0.13,-0.168,-0.088,-0.04
-0.008,-0.206,-0.198,0.107,0.095,-0.202,0.073,-0.052,-0.139,-0.17,-0.104,-0.039
0.001,-0.196,-0.197,0.098,0.099,-0.196,0.07,-0.054,-0.142,-0.17,-0.106,-0.047
-0.03,-0.184,-0.155,0.107,0.063,-0.169,0.066,-0.059,-0.151,-0.186,-0.103,-0.059
-0.078,-0.175,-0.097,0.127,0.01,-0.136,0.062,-0.066,-0.17,-0.196,-0.112,-0.066
-0.054,-0.167,-0.113,0.111,0.029,-0.14,0.06,-0.065,-0.17,-0.195,-0.121,-0.075
-0.024,-0.171,-0.146,0.098,0.061,-0.158,0.052,-0.068,-0.17,-0.195,-0.12,-0.078
-0.038,-0.164,-0.127,0.101,0.045,-0.145,0.043,-0.071,-0.17,-0.196,-0.121,-0.08
-0.021,-0.139,-0.118,0.08,0.049,-0.129,0.034,-0.069,-0.17,-0.195,-0.121,-0.085
-0.011,-0.077,-0.066,0.044,0.028,-0.071,0.026,-0.073,-0.169,-0.196,-0.119,-0.084
-0.014,0.014,0.028,0.0,-0.022,0.021,0.018,-0.079,-0.17,-0.204,-0.128,-0.093
0.013,0.043,0.03,-0.028,-0.009,0.036,0.024,-0.085,-0.176,-0.202,-0.127,-0.095
0.033,0.105,0.072,-0.069,-0.02,0.088,0.035,-0.085,-0.167,-0.194,-0.115,-0.08
0.063,0.205,0.142,-0.134,-0.04,0.173,0.025,-0.085,-0.159,-0.193,-0.11,-0.072
0.079,0.2,0.121,-0.139,-0.022,0.16,0.007,-0.085,-0.135,-0.193,-0.098,-0.059
0.074,0.182,0.108,-0.128,-0.017,0.145,-0.034,-0.091,-0.138,-0.206,-0.106,-0.072
0.055,0.146,0.091,-0.101,-0.018,0.118,-0.063,-0.133,-0.185,-0.205,-0.121,-0.089
0.031,0.092,0.061,-0.062,-0.015,0.076,-0.041,-0.129,-0.197,-0.219,-0.135,-0.095
0.004,0.066,0.062,-0.035,-0.03,0.064,-0.012,-0.127,-0.204,-0.232,-0.153,-0.115
-0.031,-0.001,0.029,0.016,-0.03,0.014,0.016,-0.121,-0.206,-0.244,-0.162,-0.125
-0.063,-0.009,0.054,0.036,-0.058,0.022,0.022,-0.107,-0.217,-0.262,-0.159,-0.12
-0.056,-0.046,0.01,0.051,-0.032,-0.018,0.023,-0.118,-0.206,-0.228,-0.15,-0.118
-0.045,-0.064,-0.019,0.055,-0.013,-0.041,0.044,-0.078,-0.199,-0.259,-0.157,-0.117
-0.052,-0.082,-0.03,0.068,-0.011,-0.056,0.023,-0.138,-0.2,-0.204,-0.142,-0.109
-0.013,-0.133,-0.12,0.073,0.054,-0.126,0.171,0.201,0.037,-0.243,-0.22,-0.182
0.068,-0.034,-0.102,-0.017,0.085,-0.068,0.356,0.793,0.626,0.003,-0.115,-0.143
0.345,0.345,0.0,-0.345,0.172,0.172,0.213,0.94,1.147,0.703,0.532,0.387
0.425,1.169,0.744,-0.797,-0.159,0.956,-0.178,0.022,1.016,2.066,1.635,1.224
-0.002,1.139,1.141,-0.568,-0.572,1.14,-0.387,-1.543,-0.233,2.49,1.638,1.169
-0.465,0.148,0.612,0.158,-0.539,0.379,-0.346,-1.812,-2.01,-0.294,-0.159,0.016
-0.506,-0.357,0.149,0.431,-0.327,-0.103,-0.476,-1.269,-2.22,-1.83,-1.051,-0.613
-0.245,-0.368,-0.122,0.307,-0.061,-0.245,-0.384,-0.696,-1.139,-0.948,-0.65,-0.454
-0.095,-0.168,-0.073,0.131,-0.01,-0.12,-0.067,-0.114,-0.416,-0.511,-0.363,-0.262
-0.047,-0.065,-0.017,0.056,-0.015,-0.041,0.024,-0.013,-0.137,-0.252,-0.209,-0.167
-0.045,-0.045,0.0,0.045,-0.022,-0.022,0.043,-0.013,-0.101,-0.251,-0.203,-0.16
-0.04,0.011,0.05,0.014,-0.045,0.03,0.036,0.002,-0.06,-0.213,-0.172,-0.152
-0.017,0.033,0.05,-0.008,-0.034,0.041,0.033,0.002,-0.036,-0.187,-0.169,-0.146
-0.012,0.077,0.089,-0.033,-0.051,0.083,0.031,0.016,-0.017,-0.194,-0.167,-0.143
-0.009,0.095,0.104,-0.043,-0.057,0.099,0.024,0.02,0.013,-0.154,-0.154,-0.131
-0.007,0.124,0.131,-0.059,-0.069,0.127,0.024,0.034,0.03,-0.161,-0.158,-0.119
0.021,0.151,0.13,-0.086,-0.054,0.14,0.016,0.049,0.085,-0.114,-0.117,-0.104
0.037,0.174,0.137,-0.106,-0.05,0.155,0.013,0.087,0.139,-0.091,-0.094,-0.089
0.044,0.225,0.182,-0.135,-0.069,0.203,0.008,0.115,0.213,-0.037,-0.072,-0.068
0.066,0.257,0.191,-0.161,-0.063,0.224,0.003,0.174,0.31,0.018,-0.037,-0.04
0.095,0.285,0.19,-0.19,-0.048,0.238,0.0,0.258,0.436,0.101,0.018,0.003
0.116,0.312,0.196,-0.215,-0.04,0.254,0.005,0.366,0.599,0.218,0.101,0.061
0.169,0.364,0.195,-0.267,-0.013,0.28,0.0,0.472,0.745,0.342,0.193,0.123
0.236,0.448,0.212,-0.342,0.012,0.33,-0.026,0.567,0.885,0.486,0.309,0.216
0.265,0.47,0.205,-0.368,0.03,0.337,-0.069,0.628,0.976,0.636,0.446,0.329
0.316,0.53,0.214,-0.424,0.051,0.372,-0.131,0.606,0.968,0.72,0.519,0.393
0.337,0.611,0.275,-0.474,0.031,0.443,-0.201,0.543,0.912,0.734,0.537,0.417
0.302,0.597,0.296,-0.45,0.003,0.446,-0.228,0.453,0.799,0.715,0.531,0.421
0.283,0.536,0.252,-0.409,0.015,0.393,-0.208,0.358,0.653,0.647,0.489,0.396
0.228,0.412,0.184,-0.321,0.022,0.298,-0.159,0.277,0.493,0.513,0.392,0.319
0.14,0.29,0.151,-0.215,-0.006,0.22,-0.113,0.201,0.326,0.349,0.259,0.21
0.098,0.232,0.134,-0.165,-0.018,0.183,-0.086,0.119,0.171,0.198,0.14,0.113
0.07,0.172,0.102,-0.122,-0.016,0.137,-0.055,0.05,0.051,0.068,0.039,0.037
0.026,0.12,0.094,-0.073,-0.035,0.107,-0.026,0.001,-0.025,-0.022,-0.031,-0.023
0.012,0.107,0.095,-0.06,-0.042,0.101,-0.004,-0.03,-0.09,-0.087,-0.078,-0.058
0.008,0.1,0.092,-0.054,-0.042,0.096,0.001,-0.05,-0.135,-0.131,-0.107,-0.079
0.001,0.09,0.09,-0.046,-0.045,0.09,0.003,-0.07,-0.15,-0.154,-0.133,-0.102
-0.007,0.083,0.09,-0.038,-0.048,0.086,0.006,-0.065,-0.149,-0.166,-0.147,-0.105
-0.026,0.072,0.098,-0.023,-0.062,0.085,0.009,-0.057,-0.146,-0.17,-0.144,-0.108
-0.031,0.063,0.094,-0.016,-0.063,0.079,0.01,-0.051,-0.144,-0.176,-0.145,-0.112
-0.027,0.052,0.079,-0.012,-0.053,0.065,0.005,-0.046,-0.139,-0.175,-0.145,-0.108
-0.027,0.044,0.071,-0.009,-0.049,0.057,0.005,-0.051,-0.142,-0.175,-0.144,-0.108
-0.024,0.037,0.061,-0.007,-0.043,0.049,0.004,-0.049,-0.145,-0.175,-0.15,-0.103
-0.027,0.03,0.056,-0.002,-0.042,0.043,0.0,-0.053,-0.15,-0.175,-0.153,-0.106
-0.026,0.023,0.049,0.001,-0.038,0.035,0.001,-0.055,-0.161,-0.179,-0.15,-0.117
-0.029,0.015,0.044,0.007,-0.037,0.029,-0.002,-0.055,-0.167,-0.186,-0.15,-0.121
-0.019,0.028,0.047,-0.005,-0.033,0.037,-0.007,-0.058,-0.178,-0.191,-0.15,-0.12
0.0,0.041,0.041,-0.021,-0.021,0.041,-0.011,-0.068,-0.19,-0.198,-0.15,-0.12
-0.01,0.057,0.067,-0.024,-0.039,0.062,-0.015,-0.083,-0.207,-0.21,-0.15,-0.12
-0.003,0.06,0.062,-0.029,-0.032,0.061,-0.021,-0.087,-0.213,-0.214,-0.156,-0.12
-0.005,0.063,0.068,-0.029,-0.037,0.065,-0.03,-0.098,-0.236,-0.23,-0.179,-0.131
-0.021,0.099,0.12,-0.039,-0.07,0.109,-0.037,-0.122,-0.267,-0.257,-0.202,-0.151
-0.011,0.12,0.131,-0.055,-0.071,0.125,-0.045,-0.132,-0.274,-0.266,-0.21,-0.156
-0.004,0.149,0.152,-0.073,-0.078,0.15,-0.049,-0.129,-0.286,-0.268,-0.21,-0.16
-0.001,0.164,0.165,-0.082,-0.083,0.164,-0.051,-0.129,-0.292,-0.274,-0.214,-0.165
0.006,0.162,0.156,-0.084,-0.075,0.158,-0.049,-0.146,-0.295,-0.277,-0.215,-0.169
0.004,0.169,0.165,-0.086,-0.081,0.167,-0.054,-0.165,-0.302,-0.281,-0.217,-0.168
-0.019,0.17,0.189,-0.076,-0.104,0.179,-0.067,-0.168,-0.306,-0.286,-0.221,-0.164
-0.026,0.175,0.201,-0.074,-0.114,0.187,-0.071,-0.172,-0.309,-0.29,-0.219,-0.165
-0.026,0.175,0.201,-0.075,-0.114,0.188,-0.069,-0.174,-0.31,-0.29,-0.22,-0.165
-0.033,0.174,0.207,-0.071,-0.121,0.191,-0.074,-0.177,-0.312,-0.29,-0.225,-0.178
-0.035,0.176,0.21,-0.071,-0.123,0.192,-0.075,-0.188,-0.315,-0.29,-0.232,-0.186
-0.037,0.177,0.214,-0.07,-0.126,0.195,-0.075,-0.195,-0.318,-0.289,-0.239,-0.192
-0.025,0.197,0.222,-0.086,-0.124,0.209,-0.082,-0.195,-0.321,-0.298,-0.245,-0.199
-0.022,0.222,0.244,-0.1,-0.133,0.233,-0.082,-0.196,-0.332,-0.301,-0.25,-0.196
-0.041,0.225,0.266,-0.093,-0.153,0.245,-0.08,-0.194,-0.335,-0.301,-0.25,-0.195
-0.049,0.211,0.26,-0.081,-0.155,0.235,-0.079,-0.187,-0.325,-0.298,-0.252,-0.195
-0.026,0.24,0.266,-0.107,-0.147,0.253,-0.082,-0.185,-0.323,-0.293,-0.254,-0.19
-0.006,0.286,0.292,-0.14,-0.149,0.289,-0.106,-0.179,-0.314,-0.295,-0.256,-0.19
-0.008,0.274,0.282,-0.133,-0.145,0.278,-0.113,-0.176,-0.313,-0.288,-0.249,-0.189
0.025,0.329,0.303,-0.177,-0.139,0.316,-0.113,-0.178,-0.301,-0.266,-0.223,-0.182
0.04,0.424,0.384,-0.232,-0.173,0.404,-0.122,-0.181,-0.286,-0.261,-0.214,-0.178
0.031,0.405,0.374,-0.218,-0.171,0.389,-0.113,-0.185,-0.286,-0.255,-0.214,-0.17
0.049,0.368,0.318,-0.209,-0.135,0.343,-0.134,-0.185,-0.281,-0.257,-0.216,-0.167
0.061,0.352,0.292,-0.207,-0.116,0.322,-0.157,-0.218,-0.32,-0.272,-0.216,-0.164
0.032,0.336,0.304,-0.185,-0.136,0.32,-0.132,-0.218,-0.34,-0.307,-0.245,-0.187
-0.017,0.331,0.348,-0.157,-0.183,0.339,-0.129,-0.217,-0.348,-0.319,-0.277,-0.223
-0.013,0.316,0.329,-0.152,-0.171,0.322,-0.122,-0.221,-0.369,-0.349,-0.293,-0.236
-0.029,0.32,0.349,-0.146,-0.189,0.334,-0.121,-0.242,-0.391,-0.354,-0.298,-0.245
-0.046,0.298,0.344,-0.126,-0.195,0.321,-0.12,-0.242,-0.393,-0.339,-0.305,-0.256
-0.065,0.307,0.372,-0.121,-0.219,0.339,-0.11,-0.227,-0.396,-0.368,-0.31,-0.255
-0.038,0.286,0.324,-0.124,-0.181,0.305,-0.122,-0.244,-0.371,-0.315,-0.299,-0.261
0.006,0.303,0.297,-0.154,-0.146,0.3,0.047,0.142,-0.071,-0.375,-0.387,-0.347
0.098,0.446,0.348,-0.272,-0.126,0.397,0.172,0.648,0.54,-0.019,-0.212,-0.248
0.359,0.934,0.575,-0.647,-0.108,0.754,-0.051,0.633,0.951,0.779,0.55,0.385
0.323,1.713,1.39,-1.018,-0.533,1.551,-0.417,-0.418,0.634,2.213,1.618,1.125
-0.141,1.395,1.536,-0.627,-0.839,1.466,-0.508,-1.69,-0.789,2.0,1.156,0.751
-0.516,0.431,0.946,0.042,-0.731,0.688,-0.478,-1.744,-2.385,-1.082,-0.732,-0.414
-0.403,0.136,0.539,0.133,-0.471,0.337,-0.622,-1.273,-2.232,-1.946,-1.236,-0.794
-0.152,0.16,0.311,-0.004,-0.232,0.235,-0.464,-0.695,-1.155,-0.988,-0.78,-0.582
-0.076,0.326,0.402,-0.125,-0.239,0.363,-0.196,-0.218,-0.519,-0.627,-0.493,-0.394
-0.036,0.409,0.445,-0.187,-0.241,0.427,-0.145,-0.188,-0.284,-0.363,-0.356,-0.295
-0.018,0.384,0.403,-0.183,-0.211,0.393,-0.11,-0.172,-0.258,-0.396,-0.367,-0.278
-0.009,0.403,0.411,-0.197,-0.211,0.407,-0.101,-0.147,-0.179,-0.309,-0.31,-0.247
-0.012,0.388,0.4,-0.188,-0.206,0.394,-0.092,-0.131,-0.165,-0.29,-0.298,-0.245
-0.008,0.399,0.407,-0.196,-0.208,0.403,-0.095,-0.115,-0.144,-0.268,-0.266,-0.232
-0.015,0.391,0.406,-0.188,-0.211,0.398,-0.096,-0.104,-0.109,-0.241,-0.256,-0.225
-0.015,0.397,0.412,-0.191,-0.214,0.404,-0.093,-0.082,-0.072,-0.229,-0.246,-0.221
0.013,0.427,0.415,-0.221,-0.202,0.421,-0.096,-0.059,-0.009,-0.177,-0.217,-0.201
0.032,0.445,0.413,-0.239,-0.191,0.429,-0.094,-0.027,0.037,-0.155,-0.199,-0.178
0.031,0.486,0.455,-0.258,-0.213,0.47,-0.102,-0.002,0.109,-0.106,-0.175,-0.161
0.057,0.54,0.483,-0.299,-0.213,0.511,-0.107,0.044,0.201,-0.043,-0.141,-0.149
0.098,0.621,0.523,-0.36,-0.213,0.572,-0.129,0.099,0.308,0.034,-0.094,-0.122
0.124,0.698,0.574,-0.411,-0.225,0.635,-0.154,0.176,0.446,0.123,-0.031,-0.073
0.182,0.801,0.619,-0.492,-0.219,0.71,-0.182,0.259,0.585,0.26,0.058,-0.013
0.229,0.928,0.698,-0.579,-0.235,0.813,-0.237,0.321,0.702,0.384,0.16,0.063
0.286,1.009,0.723,-0.648,-0.219,0.866,-0.29,0.346,0.761,0.514,0.271,0.15
0.318,1.098,0.78,-0.708,-0.231,0.939,-0.351,0.322,0.738,0.593,0.346,0.212
0.31,1.153,0.843,-0.732,-0.267,0.998,-0.408,0.271,0.684,0.594,0.366,0.231
0.3,1.147,0.846,-0.724,-0.273,0.996,-0.432,0.188,0.57,0.577,0.34,0.216
0.26,1.103,0.843,-0.682,-0.292,0.972,-0.422,0.091,0.403,0.469,0.272,0.17
0.221,1.056,0.835,-0.639,-0.307,0.945,-0.387,0.0,0.213,0.289,0.137,0.058
0.162,0.993,0.832,-0.578,-0.335,0.912,-0.35,-0.082,0.041,0.112,0.002,-0.054
0.081,0.899,0.818,-0.49,-0.369,0.858,-0.311,-0.146,-0.093,-0.037,-0.102,-0.133
0.04,0.825,0.785,-0.433,-0.373,0.805,-0.283,-0.205,-0.211,-0.156,-0.207,-0.215
0.011,0.728,0.717,-0.37,-0.353,0.722,-0.251,-0.228,-0.272,-0.234,-0.261,-0.247
-0.008,0.651,0.659,-0.321,-0.334,0.655,-0.212,-0.231,-0.307,-0.271,-0.287,-0.254
-0.005,0.597,0.602,-0.296,-0.304,0.6,-0.197,-0.241,-0.332,-0.291,-0.3,-0.261
-0.018,0.548,0.566,-0.265,-0.292,0.557,-0.183,-0.239,-0.337,-0.291,-0.3,-0.259
-0.026,0.549,0.575,-0.262,-0.3,0.562,-0.174,-0.24,-0.342,-0.287,-0.299,-0.259
-0.022,0.553,0.575,-0.266,-0.299,0.564,-0.176,-0.24,-0.343,-0.302,-0.307,-0.267
-0.034,0.553,0.587,-0.259,-0.311,0.569,-0.173,-0.24,-0.347,-0.32,-0.321,-0.281
-0.038,0.561,0.599,-0.262,-0.319,0.58,-0.17,-0.24,-0.349,-0.326,-0.329,-0.289
-0.017,0.569,0.586,-0.276,-0.302,0.578,-0.169,-0.24,-0.352,-0.323,-0.33,-0.298
-0.001,0.566,0.567,-0.282,-0.284,0.566,-0.177,-0.24,-0.355,-0.331,-0.33,-0.301
-0.037,0.559,0.596,-0.261,-0.316,0.577,-0.186,-0.24,-0.355,-0.35,-0.346,-0.299
-0.05,0.557,0.607,-0.254,-0.329,0.582,-0.184,-0.241,-0.355,-0.355,-0.357,-0.301
-0.019,0.549,0.569,-0.265,-0.294,0.559,-0.185,-0.24,-0.355,-0.358,-0.354,-0.299
-0.019,0.548,0.567,-0.265,-0.293,0.557,-0.184,-0.239,-0.365,-0.363,-0.355,-0.301
-0.01,0.543,0.553,-0.266,-0.283,0.548,-0.185,-0.233,-0.381,-0.366,-0.356,-0.305
-0.011,0.546,0.557,-0.268,-0.284,0.551,-0.187,-0.245,-0.381,-0.374,-0.353,-0.304
-0.023,0.57,0.593,-0.274,-0.308,0.581,-0.193,-0.273,-0.399,-0.394,-0.366,-0.313
-0.04,0.569,0.609,-0.265,-0.325,0.589,-0.204,-0.274,-0.419,-0.41,-0.382,-0.322
-0.047,0.557,0.605,-0.255,-0.326,0.581,-0.205,-0.283,-0.411,-0.411,-0.38,-0.319
-0.036,0.55,0.586,-0.257,-0.311,0.568,-0.204,-0.292,-0.434,-0.411,-0.376,-0.32
-0.035,0.541,0.575,-0.253,-0.305,0.558,-0.205,-0.283,-0.446,-0.405,-0.375,-0.32
-0.02,0.528,0.548,-0.254,-0.285,0.538,-0.204,-0.278,-0.435,-0.4,-0.372,-0.32
-0.048,0.513,0.56,-0.233,-0.304,0.536,-0.204,-0.27,-0.433,-0.394,-0.37,-0.315
-0.021,0.49,0.511,-0.234,-0.267,0.5,-0.19,-0.264,-0.418,-0.388,-0.369,-0.304
-0.003,0.446,0.449,-0.222,-0.226,0.448,-0.176,-0.259,-0.397,-0.384,-0.361,-0.296
-0.056,0.421,0.477,-0.183,-0.267,0.449,-0.173,-0.253,-0.389,-0.378,-0.354,-0.288
-0.04,0.426,0.466,-0.193,-0.254,0.446,-0.176,-0.247,-0.388,-0.373,-0.348,-0.28
-0.045,0.416,0.461,-0.185,-0.253,0.438,-0.182,-0.242,-0.384,-0.367,-0.34,-0.272
-0.031,0.428,0.459,-0.199,-0.245,0.444,-0.18,-0.235,-0.381,-0.36,-0.332,-0.265
-0.006,0.466,0.472,-0.23,-0.24,0.469,-0.194,-0.232,-0.379,-0.349,-0.326,-0.257
-0.021,0.458,0.479,-0.219,-0.25,0.468,-0.171,-0.224,-0.372,-0.34,-0.318,-0.251
0.027,0.497,0.47,-0.262,-0.222,0.483,-0.148,-0.217,-0.354,-0.329,-0.297,-0.244
